employee_id,gerencia,departamento,trayectoria,categoria,experiencia_tecnica_anios,salario_mensual_cop
E0432,Talento,Recursos humanos,Directiva,Especialista,12,11885782
E0433,Comercial,Clientes mayoristas,Directiva,Principal,20,21115994
E0434,Talento,Recursos humanos,Técnica,Senior,15,12844199
E0435,Finanzas,Tesorería,Técnica,Profesional,10,6679442
E0436,Operaciones,Operaciones,Técnica,Principal,17,18383499
E0437,Comercial,Clientes mayoristas,Técnica,Analista,2,4281223
E0438,Comercial,Clientes mayoristas,Técnica,Senior,13,13420515
E0439,Finanzas,Planeación financiera,Técnica,Especialista,11,10053266
E0440,Comercial,Clientes mayoristas,Directiva,Principal,15,18941334
E0441,Finanzas,Tesorería,Técnica,Profesional,4,4980377
E0442,Finanzas,Tesorería,Técnica,Senior,8,11172801
E0443,Finanzas,Tesorería,Técnica,Analista,7,4385050
E0444,Comercial,Clientes mayoristas,Técnica,Senior,13,13803758
E0445,Talento,Recursos humanos,Técnica,Analista,5,4355686
E0446,Finanzas,Tesorería,Técnica,Especialista,8,7985223
E0447,Comercial,Clientes menores,Técnica,Senior,12,12379511
E0448,Comercial,Clientes mayoristas,Técnica,Senior,13,13446105
E0449,Comercial,Clientes menores,Técnica,Profesional,4,5078096
E0450,Comercial,Clientes mayoristas,Directiva,Principal,13,19193004
E0451,Comercial,Clientes menores,Técnica,Senior,8,10825527
E0452,Comercial,Clientes mayoristas,Técnica,Analista,8,5876225
E0453,Operaciones,Operaciones,Técnica,Profesional,4,5726423
E0454,Operaciones,Tecnología,Directiva,Principal,16,20213584
E0455,Operaciones,Operaciones,Técnica,Analista,3,4190299
E0456,Operaciones,Tecnología,Técnica,Analista,7,5358068
E0457,Comercial,Clientes menores,Técnica,Especialista,8,7801951
E0458,Finanzas,Tesorería,Técnica,Profesional,3,5387839
E0459,Operaciones,Operaciones,Directiva,Senior,8,14149617
E0460,Talento,Recursos humanos,Técnica,Profesional,4,5875169
E0461,Operaciones,Operaciones,Técnica,Especialista,13,9988191
E0462,Comercial,Clientes menores,Técnica,Profesional,7,5950462
E0463,Comercial,Clientes mayoristas,Directiva,Principal,12,18844942
E0464,Operaciones,Tecnología,Técnica,Principal,17,18551091
E0465,Comercial,Clientes menores,Directiva,Principal,12,18139106
E0466,Finanzas,Tesorería,Técnica,Profesional,3,5604532
E0467,Finanzas,Tesorería,Técnica,Analista,5,3708489
E0468,Finanzas,Planeación financiera,Técnica,Especialista,9,10174169
E0469,Operaciones,Tecnología,Técnica,Especialista,12,10558703
E0470,Finanzas,Planeación financiera,Técnica,Senior,12,12997259
E0471,Talento,Recursos humanos,Directiva,Senior,8,14009047
E0472,Comercial,Clientes menores,Técnica,Principal,17,16643310
E0473,Comercial,Clientes menores,Técnica,Analista,0,2595612
E0474,Operaciones,Tecnología,Técnica,Profesional,9,8270093
E0475,Operaciones,Tecnología,Técnica,Senior,11,13510349
E0476,Comercial,Clientes mayoristas,Técnica,Especialista,10,9477130
E0477,Operaciones,Operaciones,Técnica,Senior,12,13719208
E0478,Operaciones,Tecnología,Técnica,Especialista,12,10124595
E0479,Finanzas,Planeación financiera,Técnica,Especialista,8,9229902
E0480,Operaciones,Tecnología,Técnica,Senior,13,13470305
E0481,Comercial,Clientes menores,Directiva,Principal,22,19392786
E0482,Operaciones,Tecnología,Técnica,Especialista,6,9349431
E0483,Comercial,Clientes mayoristas,Técnica,Especialista,7,9678860
E0484,Finanzas,Tesorería,Técnica,Profesional,6,5672073
E0485,Operaciones,Operaciones,Técnica,Especialista,6,8510904
E0486,Comercial,Clientes mayoristas,Técnica,Profesional,6,6356797
E0487,Comercial,Clientes mayoristas,Técnica,Especialista,10,9936567
E0488,Finanzas,Planeación financiera,Técnica,Especialista,16,11092306
E0489,Finanzas,Planeación financiera,Técnica,Senior,10,12342340
E0490,Talento,Recursos humanos,Técnica,Senior,8,11922877
E0491,Operaciones,Tecnología,Directiva,Especialista,10,11860205
E0492,Operaciones,Tecnología,Técnica,Profesional,10,7824087
E0493,Comercial,Clientes mayoristas,Directiva,Senior,10,14646628
E0494,Operaciones,Tecnología,Técnica,Profesional,3,6401404
E0495,Finanzas,Tesorería,Técnica,Profesional,6,5752826
E0496,Finanzas,Tesorería,Técnica,Senior,13,12522527
E0497,Talento,Recursos humanos,Directiva,Especialista,14,12471219
E0498,Operaciones,Tecnología,Técnica,Profesional,9,7626511
E0499,Finanzas,Tesorería,Técnica,Especialista,11,9250204
E0500,Operaciones,Operaciones,Técnica,Analista,4,4176430
E0501,Finanzas,Planeación financiera,Directiva,Especialista,11,11777051
E0502,Operaciones,Operaciones,Directiva,Principal,22,21101543
E0503,Operaciones,Operaciones,Técnica,Especialista,7,8432632
E0504,Talento,Recursos humanos,Técnica,Senior,10,11807356
E0505,Comercial,Clientes menores,Técnica,Profesional,6,5670397
E0506,Comercial,Clientes mayoristas,Técnica,Especialista,15,10784478
E0507,Operaciones,Operaciones,Directiva,Senior,12,15225367
E0508,Operaciones,Operaciones,Técnica,Especialista,5,7825569
E0509,Finanzas,Tesorería,Técnica,Profesional,2,5269816
E0510,Talento,Recursos humanos,Técnica,Senior,9,11975649
E0511,Comercial,Clientes menores,Técnica,Profesional,2,4158324
E0512,Finanzas,Planeación financiera,Técnica,Especialista,5,8946313
E0513,Finanzas,Tesorería,Técnica,Profesional,9,6769376
E0514,Operaciones,Operaciones,Técnica,Profesional,13,7900582
E0515,Operaciones,Operaciones,Técnica,Principal,14,16772707
E0516,Talento,Recursos humanos,Directiva,Senior,9,13789578
E0517,Finanzas,Tesorería,Directiva,Especialista,6,10120596
E0518,Operaciones,Tecnología,Técnica,Especialista,12,10581726
E0519,Talento,Recursos humanos,Directiva,Senior,10,14576938
E0520,Operaciones,Operaciones,Técnica,Profesional,9,7232861
E0521,Operaciones,Operaciones,Directiva,Principal,12,19217838
E0522,Comercial,Clientes mayoristas,Técnica,Profesional,11,7946256
E0523,Talento,Recursos humanos,Técnica,Principal,19,18236216
E0524,Talento,Recursos humanos,Técnica,Senior,15,13764796
E0525,Finanzas,Planeación financiera,Técnica,Profesional,8,6781868
E0526,Operaciones,Tecnología,Técnica,Principal,18,19359918
E0527,Operaciones,Operaciones,Técnica,Profesional,3,5220725
E0528,Comercial,Clientes menores,Técnica,Analista,8,4570298
E0529,Operaciones,Tecnología,Directiva,Especialista,9,11822299
E0530,Comercial,Clientes mayoristas,Técnica,Analista,6,5438115
E0531,Operaciones,Tecnología,Técnica,Especialista,12,10988011
E0532,Finanzas,Planeación financiera,Técnica,Profesional,4,6458985
E0533,Finanzas,Tesorería,Técnica,Especialista,12,9802879
E0534,Operaciones,Operaciones,Técnica,Especialista,11,9831318
E0535,Comercial,Clientes menores,Técnica,Profesional,9,6572902
E0536,Operaciones,Operaciones,Técnica,Especialista,5,8094532
E0537,Operaciones,Tecnología,Técnica,Analista,1,4167933
E0538,Operaciones,Tecnología,Técnica,Analista,6,5770991
E0539,Operaciones,Operaciones,Técnica,Especialista,5,8113048
E0540,Comercial,Clientes mayoristas,Técnica,Senior,12,13823101
E0541,Talento,Recursos humanos,Técnica,Analista,6,4117803
E0542,Finanzas,Tesorería,Técnica,Profesional,7,6108247
E0543,Finanzas,Tesorería,Técnica,Profesional,6,5713342
E0544,Operaciones,Operaciones,Técnica,Profesional,2,5542884
E0545,Comercial,Clientes mayoristas,Directiva,Principal,13,19143044
E0546,Finanzas,Tesorería,Técnica,Profesional,7,6394641
E0547,Finanzas,Tesorería,Técnica,Especialista,13,9468506
E0548,Comercial,Clientes mayoristas,Técnica,Profesional,2,5985567
E0549,Operaciones,Operaciones,Técnica,Profesional,6,6680904
E0550,Operaciones,Operaciones,Técnica,Senior,10,12463344
E0551,Comercial,Clientes menores,Técnica,Principal,18,17269100
E0552,Operaciones,Operaciones,Técnica,Especialista,9,10256295
E0553,Operaciones,Tecnología,Directiva,Senior,13,15543960
E0554,Comercial,Clientes mayoristas,Directiva,Profesional,6,7835720
E0555,Operaciones,Operaciones,Técnica,Especialista,9,8412651
E0556,Comercial,Clientes menores,Directiva,Principal,20,19905387
E0557,Comercial,Clientes menores,Técnica,Profesional,4,5242808
E0558,Finanzas,Tesorería,Técnica,Analista,5,4192138
E0559,Finanzas,Planeación financiera,Directiva,Principal,22,21465350
E0560,Comercial,Clientes menores,Directiva,Senior,10,13323248
E0561,Finanzas,Tesorería,Técnica,Profesional,3,5080080
E0562,Operaciones,Operaciones,Directiva,Senior,14,15443480
E0563,Operaciones,Operaciones,Técnica,Analista,5,4421027
E0564,Comercial,Clientes menores,Técnica,Senior,12,11961497
E0565,Comercial,Clientes menores,Directiva,Senior,11,14063252
E0566,Operaciones,Tecnología,Técnica,Senior,13,13975698
E0567,Finanzas,Tesorería,Directiva,Profesional,7,7414797
E0568,Talento,Recursos humanos,Directiva,Principal,14,19145313
E0569,Finanzas,Planeación financiera,Técnica,Senior,9,12652432
E0570,Operaciones,Operaciones,Técnica,Analista,5,4732508
E0571,Operaciones,Operaciones,Técnica,Especialista,9,9281382
E0572,Comercial,Clientes menores,Técnica,Profesional,8,6099483
E0573,Comercial,Clientes mayoristas,Técnica,Senior,12,13043788
E0574,Operaciones,Tecnología,Técnica,Analista,3,5125822
E0575,Comercial,Clientes menores,Directiva,Senior,8,12563179
E0576,Operaciones,Operaciones,Técnica,Profesional,9,7057236
E0577,Operaciones,Tecnología,Técnica,Senior,15,14171104
E0578,Comercial,Clientes menores,Técnica,Especialista,6,7272196
E0579,Comercial,Clientes mayoristas,Técnica,Especialista,7,8826818
E0580,Operaciones,Tecnología,Técnica,Especialista,11,10443948
E0581,Operaciones,Tecnología,Técnica,Especialista,5,9320254
E0582,Operaciones,Tecnología,Directiva,Especialista,8,11569584
E0583,Talento,Recursos humanos,Técnica,Especialista,14,10416747
E0584,Finanzas,Tesorería,Técnica,Analista,1,3126873
E0585,Operaciones,Tecnología,Técnica,Profesional,2,6397803
E0586,Comercial,Clientes mayoristas,Técnica,Profesional,5,6730090
E0587,Operaciones,Operaciones,Técnica,Senior,17,14248802
E0588,Operaciones,Tecnología,Técnica,Profesional,6,7402873
E0589,Finanzas,Planeación financiera,Técnica,Especialista,12,10356234
E0590,Operaciones,Operaciones,Técnica,Analista,0,3480665
E0591,Comercial,Clientes mayoristas,Técnica,Profesional,7,7777680
E0592,Operaciones,Tecnología,Técnica,Analista,7,5587602
E0593,Finanzas,Tesorería,Técnica,Profesional,6,5709312
E0594,Comercial,Clientes mayoristas,Técnica,Analista,8,6234025
E0595,Operaciones,Operaciones,Técnica,Senior,8,12060008
E0596,Comercial,Clientes menores,Directiva,Principal,18,19080750
E0597,Operaciones,Tecnología,Técnica,Profesional,7,7122930
E0598,Operaciones,Operaciones,Técnica,Principal,12,16440391
E0599,Operaciones,Operaciones,Técnica,Especialista,17,11216944
E0600,Finanzas,Planeación financiera,Técnica,Profesional,4,6244345
E0601,Operaciones,Tecnología,Técnica,Senior,11,12986825
E0602,Finanzas,Tesorería,Técnica,Senior,8,11363169
E0603,Comercial,Clientes menores,Directiva,Principal,12,17850693
E0604,Comercial,Clientes mayoristas,Directiva,Senior,12,15484576
E0605,Operaciones,Operaciones,Técnica,Profesional,3,5820737
E0606,Comercial,Clientes mayoristas,Técnica,Especialista,9,9278398
E0607,Finanzas,Planeación financiera,Técnica,Profesional,7,6650394
E0608,Finanzas,Tesorería,Técnica,Especialista,5,7176676
E0609,Comercial,Clientes mayoristas,Técnica,Senior,10,13679657
E0610,Comercial,Clientes menores,Técnica,Profesional,4,4931128
E0611,Comercial,Clientes menores,Técnica,Profesional,8,5658568
E0612,Comercial,Clientes mayoristas,Técnica,Especialista,12,10472692
E0613,Comercial,Clientes mayoristas,Directiva,Senior,15,15350307
E0614,Comercial,Clientes menores,Técnica,Senior,12,11886247
E0615,Operaciones,Tecnología,Técnica,Principal,12,17427661
E0616,Operaciones,Tecnología,Directiva,Senior,12,15195395
E0617,Comercial,Clientes mayoristas,Técnica,Analista,0,3572821
E0618,Comercial,Clientes mayoristas,Directiva,Especialista,7,10862771
E0619,Finanzas,Tesorería,Técnica,Profesional,8,6246919
E0620,Operaciones,Tecnología,Técnica,Senior,19,15835176
E0621,Finanzas,Tesorería,Técnica,Profesional,7,5853123
E0622,Operaciones,Tecnología,Técnica,Profesional,8,7520739
E0623,Finanzas,Tesorería,Técnica,Principal,14,16121144
E0624,Talento,Recursos humanos,Directiva,Senior,12,14414090
E0625,Operaciones,Operaciones,Directiva,Principal,13,18441927
E0626,Operaciones,Operaciones,Directiva,Profesional,9,8974479
E0627,Operaciones,Tecnología,Técnica,Especialista,11,10279131
E0628,Finanzas,Tesorería,Directiva,Senior,11,13412338
E0629,Operaciones,Tecnología,Técnica,Especialista,9,9613681
E0630,Comercial,Clientes menores,Técnica,Especialista,5,7721302
E0631,Talento,Recursos humanos,Técnica,Profesional,2,5471729
E0632,Operaciones,Tecnología,Técnica,Analista,0,4201918
E0633,Operaciones,Tecnología,Técnica,Profesional,2,5947888
E0634,Comercial,Clientes menores,Técnica,Senior,17,13241039
E0635,Comercial,Clientes menores,Técnica,Analista,0,2612596
E0636,Operaciones,Operaciones,Técnica,Profesional,14,8121742
E0637,Operaciones,Operaciones,Técnica,Analista,0,3180193
E0638,Finanzas,Planeación financiera,Técnica,Analista,1,3555658
E0639,Comercial,Clientes menores,Técnica,Especialista,9,8108667
E0640,Operaciones,Operaciones,Directiva,Principal,18,20181052
E0641,Comercial,Clientes menores,Directiva,Profesional,11,8461535
E0642,Finanzas,Planeación financiera,Técnica,Especialista,12,10573050
E0643,Talento,Recursos humanos,Técnica,Especialista,8,8731362
E0644,Comercial,Clientes menores,Directiva,Senior,15,14632908
E0645,Comercial,Clientes mayoristas,Directiva,Principal,17,19577773
E0646,Finanzas,Tesorería,Técnica,Especialista,6,8140315
E0647,Operaciones,Operaciones,Técnica,Especialista,16,11555921
E0648,Operaciones,Operaciones,Técnica,Profesional,6,6214519
E0649,Finanzas,Planeación financiera,Técnica,Especialista,9,9604637
E0650,Operaciones,Operaciones,Directiva,Senior,14,15250085
E0651,Operaciones,Operaciones,Técnica,Senior,15,13389927
E0652,Comercial,Clientes menores,Técnica,Analista,3,3646389
E0653,Operaciones,Operaciones,Técnica,Senior,13,13036909
E0654,Talento,Recursos humanos,Técnica,Analista,1,3493022
E0655,Comercial,Clientes menores,Directiva,Senior,13,14123819
E0656,Operaciones,Operaciones,Técnica,Especialista,14,11082572
E0657,Talento,Recursos humanos,Técnica,Especialista,5,7341576
E0658,Operaciones,Operaciones,Técnica,Especialista,9,8975906
E0659,Talento,Recursos humanos,Técnica,Especialista,13,9386311
E0660,Finanzas,Tesorería,Técnica,Profesional,12,7657436
E0661,Operaciones,Operaciones,Directiva,Principal,19,20197760
E0662,Talento,Recursos humanos,Técnica,Analista,4,4128090
E0663,Comercial,Clientes menores,Directiva,Senior,12,13709949
E0664,Comercial,Clientes mayoristas,Técnica,Analista,3,4639245
E0665,Comercial,Clientes menores,Técnica,Profesional,11,6876417
E0666,Finanzas,Planeación financiera,Técnica,Principal,14,17578464
E0667,Operaciones,Tecnología,Técnica,Principal,14,17707063
E0668,Comercial,Clientes mayoristas,Directiva,Principal,14,19600933
E0669,Finanzas,Planeación financiera,Técnica,Profesional,4,6056323
E0670,Operaciones,Operaciones,Técnica,Senior,13,13270854
E0671,Talento,Recursos humanos,Técnica,Principal,12,17185952
E0672,Talento,Recursos humanos,Técnica,Profesional,9,6564983
E0673,Finanzas,Planeación financiera,Técnica,Analista,0,3465578
E0674,Operaciones,Operaciones,Técnica,Especialista,13,9835183
E0675,Comercial,Clientes mayoristas,Técnica,Profesional,3,5543448
E0676,Talento,Recursos humanos,Técnica,Especialista,9,9088584
E0677,Operaciones,Tecnología,Técnica,Analista,4,4957609
E0678,Finanzas,Planeación financiera,Técnica,Profesional,2,5751116
E0679,Comercial,Clientes mayoristas,Técnica,Senior,8,12388704
E0680,Comercial,Clientes mayoristas,Técnica,Especialista,5,9210076
E0681,Comercial,Clientes mayoristas,Técnica,Profesional,9,7214599
E0682,Talento,Recursos humanos,Técnica,Profesional,12,7451732
E0683,Talento,Recursos humanos,Directiva,Principal,18,18667701
E0684,Comercial,Clientes menores,Técnica,Senior,11,12098949
E0685,Talento,Recursos humanos,Directiva,Senior,8,14595465
E0686,Comercial,Clientes menores,Técnica,Analista,0,2101179
E0687,Comercial,Clientes mayoristas,Directiva,Senior,8,14403754
E0688,Finanzas,Planeación financiera,Técnica,Especialista,9,9747111
E0689,Finanzas,Planeación financiera,Técnica,Especialista,7,8816050
E0690,Finanzas,Planeación financiera,Técnica,Analista,0,3446711
E0691,Operaciones,Operaciones,Técnica,Senior,14,13864970
E0692,Comercial,Clientes menores,Técnica,Analista,4,3128308
E0693,Comercial,Clientes menores,Técnica,Profesional,6,5377858
E0694,Comercial,Clientes menores,Directiva,Principal,21,19808234
E0695,Comercial,Clientes mayoristas,Técnica,Profesional,7,7250601
E0696,Operaciones,Operaciones,Técnica,Profesional,8,6866476
E0697,Comercial,Clientes mayoristas,Técnica,Especialista,5,8307791
E0698,Comercial,Clientes menores,Técnica,Especialista,12,9047318
E0699,Finanzas,Planeación financiera,Técnica,Analista,4,4514923
E0700,Comercial,Clientes mayoristas,Técnica,Especialista,9,8963580
E0701,Operaciones,Operaciones,Técnica,Profesional,2,5484335
E0702,Operaciones,Tecnología,Técnica,Analista,5,4477717
E0703,Comercial,Clientes menores,Técnica,Profesional,9,6184895
E0704,Finanzas,Planeación financiera,Técnica,Principal,18,18324152
E0705,Operaciones,Tecnología,Técnica,Principal,16,18335743
E0706,Finanzas,Planeación financiera,Técnica,Senior,8,12312730
E0707,Comercial,Clientes menores,Directiva,Especialista,9,10212726
E0708,Operaciones,Operaciones,Técnica,Especialista,11,9882900
E0709,Talento,Recursos humanos,Directiva,Senior,13,14626701
E0710,Comercial,Clientes mayoristas,Técnica,Principal,12,17110627
E0711,Finanzas,Planeación financiera,Técnica,Senior,12,13792217
E0712,Talento,Recursos humanos,Técnica,Especialista,5,7959706
E0713,Finanzas,Tesorería,Técnica,Profesional,4,5209940
E0714,Finanzas,Planeación financiera,Técnica,Profesional,6,6901999
E0715,Operaciones,Operaciones,Técnica,Profesional,5,5990816
E0716,Finanzas,Planeación financiera,Técnica,Profesional,7,6345569
E0717,Operaciones,Operaciones,Técnica,Profesional,2,5343530
E0718,Comercial,Clientes mayoristas,Técnica,Senior,11,12650267
E0719,Operaciones,Tecnología,Técnica,Especialista,9,9691507
E0720,Operaciones,Operaciones,Técnica,Profesional,4,6614353
E0721,Comercial,Clientes mayoristas,Técnica,Profesional,3,6329370
E0722,Finanzas,Tesorería,Técnica,Analista,5,3379671
E0723,Operaciones,Operaciones,Técnica,Analista,0,3292265
E0724,Talento,Recursos humanos,Técnica,Senior,8,12033484
E0725,Finanzas,Tesorería,Técnica,Especialista,5,7421436
E0726,Talento,Recursos humanos,Directiva,Especialista,11,10596769
E0727,Operaciones,Operaciones,Técnica,Analista,0,3517864
E0728,Operaciones,Operaciones,Técnica,Senior,13,12526754
E0729,Operaciones,Operaciones,Técnica,Especialista,11,9876185
E0730,Operaciones,Tecnología,Técnica,Profesional,4,6067874
E0731,Operaciones,Tecnología,Técnica,Senior,11,13620634
E0732,Comercial,Clientes mayoristas,Técnica,Profesional,8,7923654
E0733,Finanzas,Tesorería,Técnica,Analista,5,3967227
E0734,Finanzas,Tesorería,Directiva,Especialista,6,9881878
E0735,Finanzas,Planeación financiera,Técnica,Especialista,5,8802468
E0736,Operaciones,Operaciones,Técnica,Profesional,3,5409401
E0737,Finanzas,Planeación financiera,Técnica,Profesional,4,6115181
E0738,Finanzas,Planeación financiera,Técnica,Senior,13,12742399
E0739,Finanzas,Tesorería,Técnica,Senior,16,13518558
E0740,Talento,Recursos humanos,Técnica,Principal,15,17522517
E0741,Comercial,Clientes menores,Técnica,Profesional,6,5868369
E0742,Talento,Recursos humanos,Técnica,Especialista,8,8569187
E0743,Finanzas,Planeación financiera,Técnica,Analista,0,3131958
E0744,Talento,Recursos humanos,Técnica,Especialista,12,9702745
E0745,Operaciones,Operaciones,Técnica,Profesional,7,5745156
E0746,Talento,Recursos humanos,Técnica,Profesional,8,6850040
E0747,Comercial,Clientes mayoristas,Técnica,Profesional,9,7610288
E0748,Operaciones,Tecnología,Técnica,Profesional,6,7353904
E0749,Finanzas,Tesorería,Técnica,Analista,4,3128113
E0750,Finanzas,Tesorería,Técnica,Senior,14,12852606
E0751,Talento,Recursos humanos,Técnica,Profesional,10,7280692
E0752,Operaciones,Operaciones,Directiva,Senior,21,17345209
E0753,Comercial,Clientes mayoristas,Técnica,Analista,12,7017594
E0754,Finanzas,Tesorería,Técnica,Profesional,5,5595401
E0755,Operaciones,Operaciones,Técnica,Senior,11,12828985
E0756,Operaciones,Operaciones,Técnica,Senior,8,11955215
E0757,Finanzas,Tesorería,Técnica,Senior,10,12028188
E0758,Finanzas,Planeación financiera,Directiva,Principal,12,18668097
E0759,Operaciones,Tecnología,Directiva,Senior,16,16759758
E0760,Comercial,Clientes mayoristas,Directiva,Especialista,7,10290662
E0761,Comercial,Clientes mayoristas,Técnica,Senior,8,12115946
E0762,Comercial,Clientes mayoristas,Técnica,Especialista,9,9254150
E0763,Finanzas,Tesorería,Técnica,Profesional,3,5214963
E0764,Operaciones,Tecnología,Técnica,Analista,8,5224485
E0765,Comercial,Clientes menores,Técnica,Especialista,6,8068743
E0766,Operaciones,Tecnología,Técnica,Profesional,5,6775374
E0767,Talento,Recursos humanos,Técnica,Especialista,12,9857425
E0768,Finanzas,Planeación financiera,Técnica,Especialista,9,8774964
E0769,Operaciones,Tecnología,Técnica,Profesional,11,7805564
E0770,Talento,Recursos humanos,Técnica,Especialista,5,8136699
E0771,Comercial,Clientes mayoristas,Técnica,Profesional,6,6707864
E0772,Comercial,Clientes mayoristas,Directiva,Principal,16,20103767
E0773,Comercial,Clientes menores,Técnica,Profesional,2,4405094
E0774,Talento,Recursos humanos,Directiva,Especialista,8,10969520
E0775,Comercial,Clientes mayoristas,Técnica,Especialista,12,10622429
E0776,Operaciones,Tecnología,Directiva,Senior,11,14688180
E0777,Finanzas,Planeación financiera,Técnica,Especialista,11,9705167
E0778,Talento,Recursos humanos,Técnica,Senior,14,13234578
E0779,Finanzas,Planeación financiera,Técnica,Profesional,2,5581316
E0780,Comercial,Clientes mayoristas,Técnica,Profesional,4,6146666
E0781,Operaciones,Tecnología,Técnica,Especialista,13,10708638
E0782,Talento,Recursos humanos,Técnica,Analista,4,4232313
E0783,Finanzas,Tesorería,Técnica,Profesional,2,4655927
E0784,Finanzas,Planeación financiera,Técnica,Profesional,4,6511804
E0785,Talento,Recursos humanos,Técnica,Especialista,5,8371650
E0786,Operaciones,Operaciones,Técnica,Analista,4,4564050
E0787,Talento,Recursos humanos,Técnica,Principal,14,17769262
E0788,Operaciones,Tecnología,Directiva,Especialista,9,12107894
E0789,Operaciones,Tecnología,Técnica,Analista,2,4115820
E0790,Operaciones,Tecnología,Técnica,Especialista,8,9741243
E0791,Talento,Recursos humanos,Directiva,Especialista,7,10247637
E0792,Finanzas,Tesorería,Técnica,Analista,8,4596645
E0793,Operaciones,Tecnología,Técnica,Analista,5,4938233
E0794,Comercial,Clientes mayoristas,Directiva,Senior,14,15664061
E0795,Comercial,Clientes menores,Técnica,Profesional,6,5157857
E0796,Comercial,Clientes menores,Técnica,Profesional,6,5136611
E0797,Finanzas,Planeación financiera,Directiva,Principal,14,19528777
E0798,Finanzas,Tesorería,Directiva,Principal,18,18989263
E0799,Talento,Recursos humanos,Técnica,Senior,17,13714124
E0800,Operaciones,Operaciones,Técnica,Especialista,13,9657316
E0801,Comercial,Clientes menores,Técnica,Especialista,6,7688054
E0802,Operaciones,Operaciones,Técnica,Senior,8,12148039
E0803,Operaciones,Tecnología,Técnica,Senior,14,13997901
E0804,Finanzas,Planeación financiera,Técnica,Senior,9,12284206
E0805,Talento,Recursos humanos,Directiva,Principal,16,19247966
E0806,Comercial,Clientes mayoristas,Directiva,Senior,11,15821223
E0807,Operaciones,Operaciones,Técnica,Senior,21,14843503
E0808,Comercial,Clientes mayoristas,Técnica,Profesional,2,6205707
E0809,Comercial,Clientes mayoristas,Técnica,Especialista,9,9555970
E0810,Operaciones,Operaciones,Técnica,Profesional,6,5901673
E0811,Operaciones,Tecnología,Técnica,Especialista,8,9810291
E0812,Comercial,Clientes mayoristas,Técnica,Especialista,6,9533627
E0813,Operaciones,Operaciones,Directiva,Principal,13,18433441
E0814,Talento,Recursos humanos,Directiva,Especialista,8,10512027
E0815,Comercial,Clientes mayoristas,Técnica,Senior,17,14502146
E0816,Comercial,Clientes mayoristas,Técnica,Senior,9,12509338
E0817,Talento,Recursos humanos,Técnica,Analista,1,3359254
E0818,Comercial,Clientes menores,Directiva,Principal,15,19074648
E0819,Comercial,Clientes mayoristas,Técnica,Profesional,2,5975130
E0820,Finanzas,Planeación financiera,Técnica,Especialista,5,8333399
E0821,Finanzas,Planeación financiera,Directiva,Principal,17,19480291
E0822,Finanzas,Tesorería,Técnica,Analista,2,2971898
E0823,Finanzas,Tesorería,Técnica,Especialista,13,9702287
E0824,Comercial,Clientes mayoristas,Técnica,Principal,12,17159507
E0825,Comercial,Clientes mayoristas,Técnica,Senior,13,13488109
E0826,Finanzas,Tesorería,Técnica,Especialista,9,8924529
E0827,Comercial,Clientes mayoristas,Técnica,Analista,4,4824867
E0828,Operaciones,Operaciones,Técnica,Analista,6,4576625
E0829,Operaciones,Tecnología,Técnica,Especialista,9,10055148
E0830,Finanzas,Planeación financiera,Técnica,Profesional,2,5519599
E0831,Finanzas,Planeación financiera,Directiva,Senior,12,15091172
E0832,Operaciones,Operaciones,Técnica,Senior,13,13027677
E0833,Operaciones,Tecnología,Técnica,Especialista,10,10074293
E0834,Comercial,Clientes mayoristas,Directiva,Especialista,8,11103019
E0835,Finanzas,Tesorería,Directiva,Senior,8,12798894
E0836,Finanzas,Planeación financiera,Técnica,Analista,8,5686284
E0837,Finanzas,Tesorería,Técnica,Principal,17,17461065
E0838,Comercial,Clientes mayoristas,Técnica,Especialista,8,9660367
E0839,Comercial,Clientes mayoristas,Técnica,Especialista,11,10520213
E0840,Finanzas,Tesorería,Técnica,Principal,18,18009313
E0841,Operaciones,Operaciones,Técnica,Principal,14,17398257
E0842,Operaciones,Tecnología,Técnica,Profesional,9,7691786
E0843,Comercial,Clientes mayoristas,Técnica,Senior,14,13799118
E0844,Talento,Recursos humanos,Técnica,Profesional,4,5839861
E0845,Comercial,Clientes mayoristas,Técnica,Especialista,9,10158587
E0846,Operaciones,Tecnología,Técnica,Especialista,10,10765956
E0847,Finanzas,Planeación financiera,Técnica,Especialista,5,8138389
E0848,Operaciones,Operaciones,Técnica,Especialista,9,9302327
E0849,Operaciones,Operaciones,Técnica,Principal,14,17340343
E0850,Finanzas,Tesorería,Técnica,Profesional,4,5043759
E0851,Talento,Recursos humanos,Técnica,Principal,18,18425357
E0852,Operaciones,Operaciones,Técnica,Analista,1,3792913
E0853,Talento,Recursos humanos,Técnica,Especialista,7,8590789
E0854,Talento,Recursos humanos,Técnica,Especialista,10,8677258
E0855,Operaciones,Tecnología,Técnica,Analista,10,7031261
E0856,Comercial,Clientes menores,Técnica,Profesional,4,4673869
E0857,Finanzas,Planeación financiera,Directiva,Senior,13,15127063
E0858,Operaciones,Operaciones,Directiva,Profesional,4,7382657
E0859,Comercial,Clientes menores,Directiva,Especialista,7,9647559
E0860,Finanzas,Planeación financiera,Técnica,Senior,12,13309985
E0861,Finanzas,Planeación financiera,Técnica,Senior,12,13623998
E0862,Comercial,Clientes mayoristas,Técnica,Profesional,9,6831533
E0863,Comercial,Clientes menores,Técnica,Senior,10,11475515
